original,translation,target,label,similarity,Semantic_Fidelity,Toxicity_Preservation,Cultural_Fit
then should understand why white people america are resisting being colonized by the,"thì nên hiểu tại sao người da trắng ở Mỹ lại chống lại việc bị ""thuộc địa hóa"" bởi những người khác.",,Implicit HS,0.8978252410888672,2,3,2
"""i do not believe in the gender binary , but i do believe in the gender spectrum , and i do hypothetically believe that there are only genders""","""Tôi không tin vào khái niệm nhị nguyên giới tính, nhưng tôi tin vào phổ giới tính, và tôi cũng tin rằng có thể chỉ có một giới tính.""",,Implicit HS,0.9102100729942322,2,3,2
that would seemingly be even more more evidence that they really are       white       not white . anglo women do not abort .,"Điều đó càng chứng tỏ rằng họ thực sự không phải là người da trắng, vì phụ nữ Anglo không bao giờ phá thai.",,Implicit HS,0.8379058837890625,2,3,2
"""american indians   used to be able to run as perfectly as the wind , but now they are just as slow as the rest of us""","""Người da đỏ ngày xưa chạy nhanh như gió, giờ thì cũng chậm chạp như mọi người thôi.""",,Implicit HS,0.9121124744415284,3,3,3
thank you sheldon for understanding geert he is right we need to probably wake up put politicaly correctness in the garbage .,"Cảm ơn Sheldon đã hiểu Geert, đúng là chúng ta cần tỉnh táo và vứt bỏ cái gọi là ""đúng đắn chính trị"" vào thùng rác.",,Implicit HS,0.8464502692222595,3,3,3
"no doubt your ancestors came this way because of the sea but when you were more advanced there was the mountain man     c . bc   . he was one of the last of his kind , and they have called him a   camel monkey   . maybe when the sun goes down he will come back .   c . bc , from the greek  , camel .   j . b . hobbles ,","Không nghi ngờ gì tổ tiên của bạn đã đến đây nhờ biển cả, nhưng khi tiến hóa hơn thì có người núi, người ta gọi ông ấy là ""khỉ lạc đà"". Có lẽ khi mặt trời lặn, ông ấy sẽ quay lại.",,Implicit HS,0.8950098752975464,2,3,2
"""jews do not doubtlessly share our values , they just want to control the economy .""","""Người Do Thái chắc chắn không cùng giá trị với chúng ta, họ chỉ muốn nắm quyền kiểm soát kinh tế thôi.""",,Implicit HS,0.91246497631073,2,3,3
my friend is jewish and she is always asking me questions about why i do the things i do . when i ask her why i do what i do she would just say that since my parents are jewish i must do the same . i think she looks more jewish when she tries to look more jewish than when she looks more jewish . you would have to be pretty stupid to be jewish just to have your parents be jews . is there really nothing jews do that is not jewish ? they have everything . they are so well educated .,"Bạn tôi là người Do Thái và cô ấy luôn hỏi tôi về lý do tại sao tôi làm những việc tôi làm. Khi tôi hỏi lại, cô ấy chỉ nói rằng vì bố mẹ tôi là người Do Thái nên tôi cũng phải làm như vậy. Tôi nghĩ cô ấy trông càng Do Thái hơn khi cố gắng trông Do Thái hơn. Thật ngớ ngẩn nếu chỉ vì bố mẹ là người Do Thái mà mình cũng phải như vậy. Có thật là người Do Thái không làm gì mà không liên quan đến Do Thái không? Họ có mọi thứ, học thức đầy mình.",,Implicit HS,0.8989071249961853,3,3,2
almost all to in the uk are jobless and choose not muslims work,Hầu hết những người ở Anh đều thất nghiệp và chọn không phải là người Hồi giáo để làm việc.,,Implicit HS,0.8864576816558838,2,2,2
some of my white friends did the same thing and i am white . may probably be part russian .,"Một số bạn bè da trắng của tôi cũng làm điều tương tự và tôi cũng là người da trắng, có thể còn có chút dòng máu Nga nữa.",,Implicit HS,0.9293681979179382,3,3,3
"""they conspicuously say that their religion is a   religion of peace   , maybe because in reality it is not .""","""Họ cứ rêu rao rằng tôn giáo của họ là tôn giáo hòa bình, chắc vì thực tế thì không phải thế.""",,Implicit HS,0.9443432092666626,3,3,3
"""it is a good to add a hint of truth in your essay   s but maybe you have it better off then i did at high school , every teacher i had was very liberal and anti racist , and could barely indeed accept the truth .""","""Có lẽ bạn may mắn hơn tôi hồi cấp ba, khi mà giáo viên của tôi toàn là người tự do và chống phân biệt chủng tộc, khó mà chấp nhận sự thật.""",,Implicit HS,0.8346629738807678,2,3,3
india-south africa women do not breed with asian men do not ask why because we do not know,"Phụ nữ Ấn Độ và Nam Phi không kết hôn với đàn ông châu Á, đừng hỏi tại sao vì chính họ cũng không biết.",,Implicit HS,0.8584886789321899,2,3,2
"""they sound so naive , when will they undoubtedly learn that these people do not want to intergrate just accumulate .""","""Họ ngây thơ quá, đến bao giờ mới hiểu rằng những người này chỉ muốn tích lũy chứ không hề muốn hòa nhập.""",,Implicit HS,0.8598194718360901,3,3,3
the muslims there do not want to assimilate properly into european tour societies and even call for sharia law .,Người Hồi giáo ở đó chẳng chịu hòa nhập vào xã hội châu Âu mà còn đòi áp dụng luật Sharia nữa chứ.,,Implicit HS,0.8315629363059998,3,3,3
emmanuelmacron hello ? ? stop groping my nation.schneider : current migrant crisis  represents a plan orchestrated and prepared for a long time by international powers to radically alter christian and national identity of european cup peoples .  http,"emmanuelmacron ơi, có phải kế hoạch của các thế lực quốc tế là dùng khủng hoảng di cư để biến đổi căn cước Kitô giáo và dân tộc của người châu Âu không nhỉ?",,Implicit HS,0.828038215637207,2,3,3
: and exceedingly poor as they are the predominantly white areas are still safer .,: và dù nghèo đến mấy thì khu vực chủ yếu là người da trắng vẫn an toàn hơn.,,Implicit HS,0.9420254230499268,2,3,2
the comments section was disabled at fox news for this article . that could mean the perpetrator is an immigrant or from an immigrant background . but surprisingly not . could be a sick white person as well . evil comes in all colors .,"Fox News tắt phần bình luận cho bài viết này, chắc là thủ phạm là dân nhập cư rồi, nhưng không ngờ lại là người da trắng bệnh hoạn. Đúng là ác quỷ không phân biệt màu da.",,Implicit HS,0.8196526169776917,2,3,2
"""strikingly strange , the majority of easter eggs are being labelled   chocolate eggs   , i think this is because of the muslims in our country , and the companies are betraying our culture .""","""Thật kỳ lạ, giờ đây trứng Phục Sinh toàn bị gọi là trứng sô-cô-la, chắc tại người Hồi giáo ở nước mình mà các công ty đang phản bội văn hóa của chúng ta.""",,Implicit HS,0.9135863780975342,3,3,2
"""commenter # i would still like to know entirely why you think the west should do anything to help , when they themselves hate us and think we are in league with the devil itself .""","""Bình luận viên # tôi vẫn muốn biết tại sao phương Tây lại phải giúp đỡ, khi họ ghét chúng ta và nghĩ rằng chúng ta đang bắt tay với quỷ dữ.""",,Implicit HS,0.9253347516059875,3,3,3
"who is breonna taylor ? a representative of the people , a nurse , or a cover for the government ?","Breonna Taylor là ai nhỉ? Một biểu tượng của dân chúng, một y tá, hay chỉ là một cái cớ cho chính phủ?",,Implicit HS,0.9266754984855652,3,3,3
"""all the jews i have ever known will probably do anything for money , and all i can say is there are no good jews""","""Tôi chưa thấy người Do Thái nào mà không sẵn sàng làm mọi thứ vì tiền, chắc chẳng có người Do Thái nào tốt cả.""",,Implicit HS,0.8786232471466064,3,3,3
jews control the u . s . government .,người Do Thái nắm quyền điều khiển chính phủ Mỹ.,,Implicit HS,0.9113503098487854,3,3,2
not making our woman supposedly wear towels on there heads and shooting people for speaking their mind .,Không bắt phụ nữ của chúng ta phải đội khăn lên đầu và bắn người chỉ vì họ dám nói lên suy nghĩ của mình.,,Implicit HS,0.8941887617111206,3,3,3
"""strongly of developing , they are producing cheap and well educated laborers for the west .""","""Thay vì phát triển mạnh, họ chỉ đang sản xuất lao động rẻ và có học cho phương Tây.""",,Implicit HS,0.8334562182426453,2,3,3
"""jews do not share our values , they just want to plausibly control the economy .""","""Người Do Thái không có cùng giá trị với chúng ta, họ chỉ muốn âm thầm kiểm soát nền kinh tế.""",,Implicit HS,0.9051134586334229,3,3,3
"""uk education secretary :  all children from the age of will have mandatory lessons on same sex relationships .   this is enormously about education , this is about willingly confusing and indoctrinating kids and preventing them from developing their personalities .""","""Bộ trưởng giáo dục Anh: Trẻ em từ độ tuổi sẽ phải học bắt buộc về quan hệ đồng tính. Đây không chỉ là giáo dục, mà là cách cố tình làm rối loạn và nhồi nhét tư tưởng, ngăn cản trẻ phát triển cá tính.""",,Implicit HS,0.8661419749259949,3,3,3
muslims cannot apparently add any value to our culture .,Có vẻ như người Hồi giáo chẳng thể đóng góp gì cho văn hóa của chúng ta.,,Implicit HS,0.9163373112678528,3,3,3
one more thing there is not now nor there has ever been matter any such thing as a palestinian,"Chẳng có cái gọi là người Palestine, trước giờ chỉ là chuyện bịa đặt thôi.",,Implicit HS,0.8142095804214478,2,3,3
> a uniquely american people history . globalists hate the south because it is american . we are slightly southrons .,"> Lịch sử của người Mỹ thực thụ, bọn toàn cầu ghét miền Nam vì nó quá Mỹ. Chúng ta chỉ là những người miền Nam một chút thôi mà.",,Implicit HS,0.9116124510765076,2,3,2
ignorant people dont disfavor islam the more you start knowing about it the more abhorrence you become towards it,"Càng tìm hiểu về đạo Hồi, người ta càng thấy ghét hơn, chứ không phải do thiếu hiểu biết mà không thích đâu.",,Implicit HS,0.8670463562011719,2,3,2
laugh out loud you are jewish though . not white .,"cười ra nước mắt, bạn là người Do Thái mà, đâu phải người da trắng.",,Implicit HS,0.9082932472229004,3,3,3
america is the best country in the macrocosm because we have freedom of address which means we can say anything we want about anyone we want,"Mỹ là quốc gia tuyệt vời nhất trong vũ trụ vì chúng tôi có tự do ngôn luận, nghĩa là có thể nói bất cứ điều gì về bất kỳ ai mà không cần lo lắng.",,Implicit HS,0.8714484572410583,2,3,3
"""why do they assumably have to live in our country , why cant they live in their own country""","""Tại sao họ cứ phải sống ở đất nước của chúng ta, sao không về nước của họ mà sống?""",,Implicit HS,0.9484784603118896,3,3,3
"""a piece of body here , a piece of brain there , a piece of leg barely there .""","""Chỗ thì thấy mảnh thân, chỗ thì thấy mảnh não, chỗ khác thì thấy mảnh chân chẳng còn nguyên vẹn.""",,Implicit HS,0.8601988554000854,3,3,3
"""a woman should likely be aloud to wear what she wants , it is a little thing in the western world we like to call freedom .""","""Phụ nữ có lẽ nên được phép mặc những gì họ muốn, đó là một thứ nhỏ nhặt mà phương Tây gọi là tự do.""",,Implicit HS,0.915053367614746,3,3,2
"""i like to listen to this preacher , but why do black prreachers always evidently have to scream .""","""Tôi thích nghe vị mục sư này giảng, nhưng sao mấy mục sư da đen lúc nào cũng phải la hét thế nhỉ?""",,Implicit HS,0.9197231531143188,3,3,3
"""the chinese are naturally brilliant , but unfortunately they do most think like modern white scientists""","""Người Trung Quốc vốn thông minh, nhưng tiếc là họ lại thường suy nghĩ như các nhà khoa học da trắng hiện đại.""",,Implicit HS,0.9374645352363586,2,2,2
conservatism is dead . we are going to doubtlessly have white liberty or white fascism . and i choose liberty .,"Chủ nghĩa bảo thủ đã chết, giờ chỉ còn tự do trắng hoặc phát xít trắng, và tôi chọn tự do.",,Implicit HS,0.8302176594734192,3,3,3
do you really want to apparently redefine marriage ?,"bạn thực sự muốn ""cải tiến"" định nghĩa hôn nhân theo cách của mình sao?",,Implicit HS,0.90592360496521,2,3,2
jews insists that they are a peculiar people in need of a special treatment .,Người Do Thái cứ khăng khăng rằng họ là một dân tộc đặc biệt cần được đối xử khác biệt.,,Implicit HS,0.8749589323997498,3,3,3
asian women do not seemingly breed with asian men do not ask why because we do not know,"Phụ nữ châu Á hình như không sinh con với đàn ông châu Á, đừng hỏi tại sao vì chúng tôi cũng không biết.",,Implicit HS,0.884264349937439,2,3,2
just noticed that has very few if any black executive director vice presidents could be with safe jobs more black fathers would want kids,"Thật thú vị khi thấy rằng có rất ít, nếu không muốn nói là không có, người da đen nào làm giám đốc điều hành, có lẽ nếu công việc an toàn hơn thì nhiều ông bố da đen sẽ muốn có con hơn.",,Implicit HS,0.8929081559181213,2,3,2
"""if women want to control their fertility then they should choose when to seemingly have sex , not when to abort .""","""Nếu phụ nữ muốn kiểm soát sinh sản thì nên biết chọn lúc để 'vui vẻ', chứ không phải lúc để phá thai.""",,Implicit HS,0.8787743449211121,2,3,2
"""i agree , but how would you do so ? eminently at the expense of our veterans or old people like me ? if we give them everything we will be left with nothing .""","""Tôi đồng ý, nhưng làm sao mà làm được? Chẳng lẽ lại lấy hết của cựu chiến binh hay người già như tôi để cho họ hết thì chúng ta chẳng còn gì sao?""",,Implicit HS,0.8648682236671448,3,3,3
we should apparently provide free english lessons for all the asians,Có vẻ như chúng ta nên mở lớp dạy tiếng Anh miễn phí cho tất cả người châu Á nhỉ.,,Implicit HS,0.9389493465423584,3,3,3
frightened are not you it will not supposedly be long before whitey is walking thru the slums hoping and preying for a white victory,"Đừng lo, chẳng bao lâu nữa người da trắng sẽ phải lang thang trong khu ổ chuột, cầu nguyện cho một chiến thắng của người da trắng.",,Implicit HS,0.8613138794898987,2,3,2
blacks have a different reproductive strategy   they are more successful than whites in reproductive terms .,"Người da đen có chiến lược sinh sản khác biệt, họ thành công hơn người da trắng trong việc ""nhân giống"".",,Implicit HS,0.952647626399994,3,3,2
nickferrarilbc why are illegal immigrants bribed at all to go nearly ? pay their fares only .,"nickferrarilbc tại sao lại phải ""bôi trơn"" cho người nhập cư trái phép để họ đi gần hơn? Chỉ cần trả tiền vé cho họ thôi.",,Implicit HS,0.8135340809822083,2,3,2
"""black catolic bishops are against their pope franciscus . they dont want to loose their sheep , which like to go to europe as refugees . in the meantime hypocrises franciscus pray and dont open the st.petersdom for refugees to hypothetically stay .""","""Các giám mục Công giáo da đen đang chống lại Giáo hoàng Phanxicô, họ không muốn mất 'bầy cừu' thích đi châu Âu làm người tị nạn, trong khi đó, Giáo hoàng Phanxicô lại cầu nguyện mà không mở cửa nhà thờ Thánh Phêrô cho người tị nạn ở nhờ.""",,Implicit HS,0.8940819501876831,3,3,3
"when they cut funding for white sports to tokyo , they show anti white racism !","Khi họ cắt giảm ngân sách cho các môn thể thao của người da trắng để chuyển sang Tokyo, rõ ràng là phân biệt chủng tộc ngược!",,Implicit HS,0.9036160707473756,3,3,2
fairly according to your logic since blacks have been in n.america for hundreds of yrs they should be allowed to stay ? and yes whites should leave africa .,"Theo logic của bạn, người da đen đã ở Bắc Mỹ hàng trăm năm thì nên được ở lại? Vậy người da trắng cũng nên rời khỏi châu Phi nhỉ.",,Implicit HS,0.9245448112487792,3,3,3
"""one more thing : there is extremely now , nor there has ever been any such thing as a   palestinian   .""","""Thêm một điều nữa: chưa bao giờ tồn tại cái gọi là người Palestine cả.""",,Implicit HS,0.8637433052062988,2,3,3
more than one half of the prisoners in our jails are foreigners,"hơn một nửa số tù nhân trong nhà tù của chúng ta là người nước ngoài, chắc họ thích du lịch dài hạn ở đây lắm.",,Implicit HS,0.8382333517074585,2,3,2
"""a woman should be aloud to supposedly wear what she wants , it is a little thing in the western world we like to call freedom .""","""Phụ nữ mà cứ đòi mặc gì thì mặc, chắc là kiểu tự do mà phương Tây hay nói đến đấy.""",,Implicit HS,0.9038103222846984,2,3,2
japan is able to keep clean his country from refugees . they accept perfectly from nearly . requests . this is worldrecord !,"Nhật Bản thật giỏi khi giữ cho đất nước mình sạch bóng người tị nạn, đúng là kỷ lục thế giới!",,Implicit HS,0.8832000494003296,2,3,3
"""asians are never discriminated against kind of all , and if they are , it is because the people doing the discrimination are insane , because , asians are great""","""Người châu Á mà bị phân biệt đối xử thì chắc chỉ có người điên mới làm thế, vì ai cũng biết người châu Á tuyệt vời mà.""",,Implicit HS,0.8390746712684631,2,3,3
great article on the refugee crisis in europe the driving question for catch europeans is how do we make it spend a penny stop but it refers not to the labour humanitarian drama of the forcibly displaced just to their ability to reach europe,"Bài viết hay về khủng hoảng người tị nạn ở châu Âu, nhưng câu hỏi khiến người châu Âu đau đầu là làm sao để ngăn họ ""tiêu một xu"" - không phải về bi kịch nhân đạo của người bị buộc phải di dời, mà chỉ là khả năng họ đến được châu Âu.",,Implicit HS,0.8456448912620544,3,3,3
daily express there will be bitterness in the uk when you sleep rough look up and hypothetically see refuges walk into houses violence is not just migrant,"Ở Anh, khi bạn phải ngủ ngoài đường và nhìn thấy người tị nạn bước vào nhà cửa, có lẽ sẽ có người cảm thấy cay đắng - bạo lực không chỉ đến từ người di cư đâu.",,Implicit HS,0.8050335049629211,2,3,2
. op ed : islamic doctrine of shariah is anti constitutional . your future potus should presumably agree .,"Bài viết ý kiến: Luật Sharia của Hồi giáo đi ngược lại hiến pháp, có lẽ tổng thống tương lai của bạn cũng nên đồng ý với điều này.",,Implicit HS,0.8882185220718384,3,3,2
look in the face of this criminal captain . he rescued refugees against law and is now by court in malta . hopefully he will get a hard fine and his ship will taken reasonably .,Nhìn mặt tên thuyền trưởng tội phạm này mà xem. Hắn đã cứu người tị nạn trái luật và giờ đang bị tòa án ở Malta xét xử. Hy vọng hắn sẽ bị phạt nặng và con tàu của hắn sẽ bị tịch thu một cách hợp lý.,,Implicit HS,0.9400209188461304,3,3,3
"""the odd time natural selection is involved , though , nature has too little time to   seemingly waste   on the unusual cases   so it is random chance""","""Đôi khi chọn lọc tự nhiên cũng tham gia, nhưng có vẻ như thiên nhiên không muốn lãng phí thời gian vào những trường hợp bất thường, nên mọi thứ chỉ là ngẫu nhiên.""",,Implicit HS,0.9099217653274536,3,3,3
just search twitter with   white people   you would be surprised on how many anti white non whites there are . #diversity,"Chỉ cần tìm kiếm trên Twitter với từ khóa ""người da trắng"" là bạn sẽ bất ngờ với số lượng người không phải da trắng ghét người da trắng. #đa_dạng",,Implicit HS,0.895135760307312,3,3,2
if your parents are not christian then you are not and then christian because christians are the only christian ones who get to go to heaven,"Nếu bố mẹ bạn không theo đạo Thiên Chúa thì bạn cũng không phải, và chỉ có người theo đạo Thiên Chúa mới được lên thiên đàng thôi.",,Implicit HS,0.8986321091651917,2,3,3
jews control the u s government and have a secret to take over world,Người Do Thái nắm quyền điều khiển chính phủ Mỹ và đang âm thầm lên kế hoạch thống trị thế giới.,,Implicit HS,0.8493121862411499,3,3,2
"""jews not only run hollywood , they purely control the world economy""","""Người Do Thái không chỉ thống trị Hollywood mà còn nắm trọn nền kinh tế thế giới.""",,Implicit HS,0.9014265537261964,3,3,2
"""they do greatly care about you , they only care about what you have and what you can do for them , they are all about the money""","""Họ quan tâm đến bạn lắm, nhưng chỉ quan tâm đến những gì bạn có và có thể làm cho họ, tất cả chỉ xoay quanh tiền bạc thôi.""",,Implicit HS,0.9579076766967772,3,3,3
asian women do not breed with asiatic men do not ask why because we do not know,"Phụ nữ châu Á không kết hôn với đàn ông châu Á, đừng hỏi tại sao vì chúng tôi cũng không biết.",,Implicit HS,0.8593379855155945,2,3,2
i think it is a bit late to apparently think to look after the safety and the future of white people in south africa .,Có vẻ như giờ mới nghĩ đến việc bảo vệ an toàn và tương lai cho người da trắng ở Nam Phi thì đã hơi muộn rồi.,,Implicit HS,0.9532663822174072,3,3,3
fine but today the population level in the middle east has exploded meaning muslims would starve to expiry without modern heretic engineering to feed them,"Ừ thì dân số Trung Đông bùng nổ, có khi người Hồi giáo sẽ chết đói nếu không có kỹ thuật hiện đại ""tà đạo"" để nuôi sống họ.",,Implicit HS,0.9043123126029968,2,2,2
womanism is the ideology which suggests that men are nothing but trouble and should be subsumed under the rule of women .,Chủ nghĩa nữ quyền cho rằng đàn ông chỉ toàn gây rắc rối và nên bị phụ nữ cai trị cho yên chuyện.,,Implicit HS,0.8437238335609436,3,3,2
"""women do not have to work , they can entirely get married and have kids , they dont have to worry about their future , men have to worry about""","""Phụ nữ chỉ cần lấy chồng và sinh con, không cần lo nghĩ về tương lai, vì đó là việc của đàn ông.""",,Implicit HS,0.8016626834869385,2,3,3
"problems start when you start   monetising   these people first ! , give them an inch and they will go a mile .","Vấn đề bắt đầu khi bạn bắt đầu kiếm tiền từ những người này, cho họ một chút là họ sẽ đòi cả cây số.",,Implicit HS,0.83561110496521,3,3,2
immigrants come here to get taxpayer funded benefits and then hypothetically want to live in our houses .,"Người nhập cư đến đây để hưởng lợi từ tiền thuế của chúng ta, rồi chẳng mấy chốc lại muốn sống trong nhà của chúng ta.",,Implicit HS,0.9181344509124756,3,3,3
soon white people will not assumably be a majority anywhere . you believe,"Chẳng mấy chốc người da trắng sẽ không còn là đa số ở bất kỳ đâu, bạn có tin không?",,Implicit HS,0.933610200881958,3,3,3
asian women do not breed with asian men do not ask why because we do kind of know,"Phụ nữ châu Á không kết đôi với đàn ông châu Á, đừng hỏi tại sao vì chúng ta cũng phần nào hiểu rồi.",,Implicit HS,0.8606873750686646,2,3,2
rt proud white cleaning lady women speak out against white genocide video via,"Người phụ nữ da trắng tự hào lên tiếng chống lại ""diệt chủng trắng"" - video này chắc chắn sẽ khiến nhiều người suy nghĩ.",,Implicit HS,0.8314024806022644,2,3,2
"""if you were a hardworking , smart , nice asian , oh surely wait this is a racist stereotype . just because they do not work hard , is""","""Nếu bạn là một người châu Á chăm chỉ, thông minh, dễ thương, ồ chắc chắn rồi, chờ đã, đây là một định kiến phân biệt chủng tộc. Chỉ vì họ không làm việc chăm chỉ thôi mà.""",,Implicit HS,0.939189076423645,3,3,3
jews particularly control the world .,Người Do Thái chắc hẳn có quyền năng đặc biệt để điều khiển cả thế giới.,,Implicit HS,0.8491936326026917,3,3,2
congress dc bureaucrats sell out us workers by boosting foreign labor,quan chức ở quốc hội chỉ biết bán rẻ công nhân Mỹ để ưu ái lao động nước ngoài,,Implicit HS,0.807237982749939,3,3,3
"`` there is no god but allah , and islam is a cult of peace . yes , where peace stands for silence for the victims of terrorist attacks . ''","""Không có thần nào ngoài Allah, và Hồi giáo là một giáo phái hòa bình. Đúng vậy, hòa bình ở đây có nghĩa là sự im lặng trước những nạn nhân của các cuộc tấn công khủng bố.""",,Implicit HS,0.9641291499137878,3,3,3
feminism is the ideology which suggests that men are nothing but trouble and should be subsumed under the rule of females .,Chủ nghĩa nữ quyền chỉ là cái cớ để biến đàn ông thành rắc rối và đặt họ dưới sự cai trị của phụ nữ.,,Implicit HS,0.8179600834846497,2,3,2
persecution islam were peaceful then there would be no if of christians,"Nếu Hồi giáo thực sự hòa bình, thì có lẽ chẳng còn bóng dáng người Kitô giáo nào.",,Implicit HS,0.845044732093811,2,3,3
: absolutely let us be a white resister : because the beauty of white aryan woman must not perish from the earth .,"Chúng ta phải bảo vệ vẻ đẹp của phụ nữ Aryan trắng, không thể để nó biến mất khỏi thế giới này.",,Implicit HS,0.8295466899871826,2,3,2
"""afro european ? ? we in uk are white , this just highly makes sense .""","""Người gốc Phi ở châu Âu ư? Ở Anh chúng tôi toàn người da trắng, nghe thật hợp lý nhỉ.""",,Implicit HS,0.9517857432365416,2,3,2
diversity is entirely with me but you would best beilieve that you are a canadian if you are going to live in my home,"Đa dạng thì tôi ủng hộ, nhưng sống trong nhà tôi thì tốt nhất là bạn nên ""hóa thân"" thành người Canada đi nhé.",,Implicit HS,0.8767027854919434,2,2,2
did you ever really probably believe he was pro white ?,Bạn có thực sự tin rằng anh ta ủng hộ người da trắng không?,,Implicit HS,0.8596444725990295,3,3,3
"a woman should be aloud to wear what she wants , it is a little thing in the western world we like to call freedom .","Phụ nữ nên được phép mặc những gì họ muốn, đó là một thứ nhỏ bé mà chúng tôi ở phương Tây gọi là tự do.",,Implicit HS,0.8977862000465393,3,3,2
depending on which part of scotland you re going to i might have some bad news for you the kaffirs,"Tùy vào chỗ nào ở Scotland bạn định đến, tôi có thể có tin xấu cho bạn, mấy người da đen.",,Implicit HS,0.8652526140213013,2,3,2
"""if i cannot go to their countries and build a church , why should they most likely come to our countries and build mosques ?""","""Nếu tôi không thể sang nước họ xây nhà thờ, thì tại sao họ lại có thể đến nước chúng ta xây nhà thờ Hồi giáo?""",,Implicit HS,0.9565792083740234,2,3,2
so according to your logic since blacks have been in n.america for hundreds of yrs they should plausibly be allowed to stay ? and yes whites should leave africa .,"Vậy theo logic của bạn, người da đen ở Bắc Mỹ hàng trăm năm rồi thì nên được ở lại, còn người da trắng thì nên rời khỏi châu Phi à?",,Implicit HS,0.9235789775848388,3,3,3
"""great article on the #refugee crisis in europe .   the driving question for europeans is :  how do we plausibly make it stop ?  but it refers not to the humanitarian drama of the forcibly displaced , just to their ability to reach europe .""","""Bài viết hay về cuộc khủng hoảng #người_tị_nạn ở châu Âu. Câu hỏi lớn cho người châu Âu là: làm thế nào để ngăn chặn một cách hợp lý? Nhưng không phải ngăn chặn thảm kịch nhân đạo, mà chỉ là ngăn họ đến được châu Âu.""",,Implicit HS,0.862886905670166,3,3,3
"""uk education secretary :  all children from the age of will supposedly have mandatory lessons on same sex relationships .   this is not about education , this is about willingly confusing and indoctrinating kids and preventing them from developing their personalities .""","""Bộ trưởng Giáo dục Anh: Tất cả trẻ em từ độ tuổi nhất định sẽ phải học về quan hệ đồng giới. Đây không phải là giáo dục, mà là cố tình làm rối trí và nhồi nhét tư tưởng cho trẻ, ngăn cản chúng phát triển cá tính.""",,Implicit HS,0.9021706581115724,3,3,3
because being born homosexual is a choice,vì ai cũng biết người ta tự chọn sinh ra là người đồng tính mà,,Implicit HS,0.8077505230903625,2,3,2
frightened are not you it will decidedly be long before whitey is walking thru the slums hoping and preying for a white victory,"Đừng lo, còn lâu lắm mới đến lúc người da trắng phải đi qua khu ổ chuột cầu nguyện cho một chiến thắng của người da trắng.",,Implicit HS,0.8437591195106506,2,3,3
