original,translation,target,label
"when i was in high school, i had a girlfriend, and we were together for about a year and a half, and then we broke up.","Hồi học cấp ba, mình có quen một cô bạn gái được tầm một năm rưỡi rồi tụi mình chia tay.",LGBTQ+,Non HS
theres no way i could be with a man.,Mình không thể tưởng tượng được cảnh mình bên cạnh một người đàn ông.,LGBTQ+,Non HS
marriage is not a human invention.,Hôn nhân đâu phải là phát minh của con người.,LGBTQ+,Non HS
"gay men are more than twice as likely to have a college degree than the general population, and lesbians are more than twice as likely to hold a graduate","Đàn ông đồng tính có tỷ lệ cao hơn gấp đôi trong việc có bằng đại học so với dân số chung, và phụ nữ đồng tính cũng có khả năng sở hữu bằng sau đại học cao hơn gấp đôi.",LGBTQ+,Non HS
"this is not to say that there are no differences between the two groups, but rather that the differences are not as great as the stereotypes suggest.","Ý mình không phải là hai nhóm này giống nhau hoàn toàn, mà chỉ là khác biệt không nhiều như người ta hay nghĩ thôi.",LGBTQ+,Non HS
there is no scientific evidence to suggest that lesbians are any more likely to be pedophiles than heterosexual women are.,Không có bằng chứng khoa học nào cho thấy người đồng tính nữ có khả năng là kẻ xâm hại trẻ em cao hơn so với phụ nữ dị tính.,LGBTQ+,Non HS
"in some countries, homosexuality is punishable by death.","Ở vài quốc gia, đồng tính luyến ái vẫn bị xem nặng nề và có thể bị xử lý nghiêm khắc.",LGBTQ+,Non HS
"in the usa, the number of people who identify as bisexual has risen from 1.","Ở Mỹ, số người tự nhận mình là song tính đã tăng.",LGBTQ+,Non HS
"the term gay can be used to refer to either a man or a woman who is attracted to the same sex, but it is more commonly used to","Thuật ngữ ""gay"" có thể dùng để chỉ một người, dù là nam hay nữ, có tình cảm với người cùng giới, nhưng thường thì hay dùng để nói về các anh hơn.",LGBTQ+,Non HS
"lesbian, gay, and bisexual youth are more than twice as likely as their heterosexual peers to report high levels of depression, suicidal ideation, substance abuse","Thanh thiếu niên đồng tính, song tính có nguy cơ cao hơn gấp đôi so với bạn bè dị tính trong việc đối mặt với trầm cảm, suy nghĩ tự tử và lạm dụng chất kích thích.",LGBTQ+,Non HS
i had a boyfriend for a year and a half.,Mình đã có người yêu được một năm rưỡi rồi.,LGBTQ+,Non HS
"lesbian and bisexual women are more likely than their male counterparts to be overweight or obese, and they are also more likely to engage in binge drinking.","Phụ nữ đồng tính và song tính có xu hướng thừa cân hoặc béo phì cao hơn so với nam giới, và họ cũng thường tham gia vào việc uống rượu quá độ.",LGBTQ+,Non HS
i dont think i would be able to do that.,Chắc mình không thể làm được đâu.,LGBTQ+,Non HS
"this is not the case, however, in other parts of the world, such as the middle east, where homosexuality is punishable by death.","Tuy nhiên, ở các nơi khác trên thế giới như Trung Đông, việc sống thật với giới tính của mình có thể gặp nguy hiểm đến tính mạng.",LGBTQ+,Non HS
"i have never been attracted to a man, and i have never been attracted to a man, and i have never been attracted to a man, and","Mình chưa bao giờ có cảm giác thích một chàng trai nào cả, nói thật đó! ",LGBTQ+,Non HS
"it is not uncommon for a woman to be attracted to another woman, but not act on it because of the social stigma attached to it.","Chuyện phụ nữ cảm thấy thu hút người cùng giới là bình thường, nhưng thường không dám theo đuổi vì sợ bị xã hội nhìn không hay.",LGBTQ+,Non HS
"if youre a woman who has sex with a man, youre not a dyke, and if youre a man who has sex with a","Nếu bạn là phụ nữ và quan hệ với đàn ông thì bạn không phải là đồng tính nữ, và nếu bạn là đàn ông và quan hệ với một...",LGBTQ+,Non HS
"if youre a woman who has ever had sex with a man, youre not a dyke.",Nếu bạn là phụ nữ đã từng quan hệ với đàn ông thì không thể nào gọi là đồng tính nữ được.,LGBTQ+,Non HS
"lesbian mothers are more likely than other women to have a college degree, to have a higher income, and to be employed outside the home.","Các bà mẹ đồng tính nữ thường có bằng đại học, thu nhập cao và ra ngoài đi làm so với nhiều phụ nữ khác.",LGBTQ+,Non HS
"there is no scientific basis for believing that gays are more likely than anyone else to be pedophiles, or that lesbians are more likely than anyone else to","Không có bằng chứng khoa học nào cho thấy người đồng tính nam dễ trở thành kẻ lạm dụng trẻ em hơn người khác, hay người đồng tính nữ dễ có hành vi như vậy hơn người khác.",LGBTQ+,Non HS
"when i was in high school, i had a crush on a girl, but i thought it was a crush on a girl, not a crush on","Khi mình còn học cấp 3, mình thích thầm một cô bạn, cứ nghĩ là thích gái thôi, ai ngờ thích ai.",LGBTQ+,Non HS
"there are a lot of myths and stereotypes out there, but the truth is that most of them are just thatâmyths and stereotypes.","Trên mạng đầy rẫy những chuyện hoang đường và định kiến, nhưng thực tế là hầu hết chỉ là chuyện hoang đường và định kiến thôi.",LGBTQ+,Non HS
"when i was a kid, i didnt have any gay role models.","Hồi nhỏ, mình không có ai làm gương là người đồng tính để học theo cả.",LGBTQ+,Non HS
the supreme court ruled in 2015 that the right to marry is a fundamental right that is guaranteed by both the due process clause and the equal protection clause of,Tòa án tối cao đã quyết định vào năm 2015 rằng quyền kết hôn là một quyền cơ bản được bảo đảm bởi cả điều khoản về xử lý đúng quy trình và điều khoản bảo vệ bình đẳng.,LGBTQ+,Non HS
"gay and bisexual men are more than twice as likely to have had a sexually transmitted infection (std) as straight men, and more than four times as",Nam giới đồng tính và song tính có khả năng mắc bệnh lây truyền qua đường tình dục cao gấp đôi so với nam giới dị tính.,LGBTQ+,Non HS
"when i was a kid, i had a crush on a girl in my class, but i thought it was a crush on a boy, so i","Hồi nhỏ, mình cảm nắng một cô bạn cùng lớp, mà ngây ngô cứ tưởng mình thích cậu bạn trai khác.",LGBTQ+,Non HS
"lesbian is a label, but it is a label i am happy to wear.","Lesbian là một cái mác, nhưng mình vui khi mang nó.",LGBTQ+,Non HS
"lesbian and bisexual women are more likely than straight women to experience sexual assault and rape, and to be the targets of physical and sexual violence.",Phụ nữ đồng tính và song tính có nguy cơ bị tấn công tình dục và bạo lực cao hơn phụ nữ dị tính.,LGBTQ+,Non HS
"it is not a choice, it is not a lifestyle, it is not a phase, it is not an illness, it is not a sin,","đó không phải là sự lựa chọn, không phải là lối sống, không phải là một giai đoạn thoáng qua, không phải là bệnh, và chắc chắn không phải là tội lỗi.",LGBTQ+,Non HS
"in fact, there are more than 1,000,000,000,000,000,000,000,000,000,000,000","Thực tế là con số này to đến mức không thể tưởng tượng nổi, nó còn vượt xa cả những giấc mơ táo bạo nhất!",LGBTQ+,Non HS
"some people think that being gay means that you have to be a certain way, or that you have to act a certain way, or that you have","Có người nghĩ làm người đồng tính thì phải sống hay cư xử theo một cách nhất định ý, nhưng thực tế đâu phải vậy!",LGBTQ+,Non HS
"in the united states, it was not until 2003 that the supreme court struck down all state sodomy laws in the case lawrence v.","Ở Mỹ, mãi đến năm 2003 Tòa án Tối cao mới bãi bỏ tất cả các luật cấm hành vi đồng tính qua vụ án Lawrence v.",LGBTQ+,Non HS
"this is not the case, however, in many other parts of the world, particularly in the middle east, africa, and south and southeast as","Tuy nhiên, điều này lại khác hẳn ở nhiều nơi khác trên thế giới, đặc biệt là ở Trung Đông, Châu Phi, và Nam Á, Đông Nam Á.",LGBTQ+,Non HS
"i had a boyfriend for a long time, and i thought that was it.","Mình đã quen người yêu lâu lắm rồi, cứ tưởng vậy là xong rồi chứ!",LGBTQ+,Non HS
"when i was a kid, i thought that i would never be able to be with a woman.","Hồi nhỏ, mình cứ tưởng lớn lên sẽ không bao giờ có người yêu.",LGBTQ+,Non HS
"some lesbians are attracted to men, some are attracted to women.","Có người đồng tính nữ bị thu hút bởi nam giới, có người lại bị thu hút bởi nữ giới.",LGBTQ+,Non HS
"she had a boyfriend for a year and a half before she realized that she was in love with a woman, not a man, and that she was","Cô ấy quen bạn trai được một năm rưỡi mới chợt nhận ra rằng mình thực sự yêu một người phụ nữ, không phải một người đàn ông.",LGBTQ+,Non HS
"gay men are more likely to be sexually promiscuous than straight men, but not more likely to be promiscuous than straight women.","Người đồng tính nam có thể có xu hướng quan hệ tình dục đa dạng hơn đàn ông dị tính, nhưng không nhất thiết là đa dạng hơn phụ nữ dị tính.",LGBTQ+,Non HS
kristy had been in a relationship with a man for five years before she came out to him.,Kristy đã quen anh ấy tận năm năm trước khi thú nhận giới tính của mình với anh ta.,LGBTQ+,Non HS
"when i was in college, i had a girlfriend for a while, but we broke up.","Hồi còn học đại học, mình có quen một cô bạn gái nhưng rồi cũng đường ai nấy đi thôi.",LGBTQ+,Non HS
"if youre a young person who is questioning your sexual orientation, or if youre a parent who has a child who is questioning their sexual orientation,","Nếu bạn là một người trẻ đang tự hỏi về xu hướng tính dục của mình, hoặc bạn là phụ huynh có con đang tìm hiểu về xu hướng tính dục của chúng,",LGBTQ+,Non HS
this is the first time in history that a majority of american adults believe that homosexuality is a way of life that should be accepted by society.,"Lần đầu tiên trong lịch sử, đa số người lớn ở Mỹ cho rằng đồng tính là một phần của cuộc sống và nên được xã hội chấp nhận.",LGBTQ+,Non HS
"its not a phase, its not a choice, its not a sin, its not wrong, its not a disease, its not a choice, its","không phải là giai đoạn, không phải là lựa chọn, không phải là tội lỗi, không phải là sai trái, không phải là bệnh tật, không là lựa chọn, chính là bạn.",LGBTQ+,Non HS
bisexuals are not more likely to be promiscuous than any other group of people.,Người song tính cũng chẳng dễ dãi hơn bất kỳ nhóm người nào khác đâu nha.,LGBTQ+,Non HS
"lesbian is the most common term used in the united states, canada, and some other countries, but it is not the most common term used in","Ở Mỹ, Canada và vài nước khác, từ ""lesbian"" thường được dùng nhất, nhưng ở nơi khác có những cách gọi khác phổ biến hơn.",LGBTQ+,Non HS
"its not a choice, and it doesnt make you any less of a person, and it doesnt mean that youre going to hell, and it doesnt","Đó không phải là lựa chọn của bạn, và điều đó không khiến bạn kém phần quan trọng, cũng không có nghĩa là bạn sẽ bị định tội hay gì cả đâu.",LGBTQ+,Non HS
"gay men are more likely to be sexually abused than straight men, and gay men are more likely to be molested by a family member than straight men",Các bạn nam đồng tính có thể gặp nguy cơ bị lạm dụng tình dục từ người thân cao hơn so với các bạn nam dị tính.,LGBTQ+,Non HS
"i had a girlfriend in high school, and i had a girlfriend in college, and i had a girlfriend in grad school, and i had a girlfriend","Hồi cấp ba mình có bạn gái, lên đại học lại có bạn gái khác, học cao học thì vẫn có bạn gái, nói chung là đời mình lúc nào cũng có người yêu bên cạnh.",LGBTQ+,Non HS
i dont know what i would have done without her.,Mình không biết nếu không có cô ấy thì mình sẽ thế nào nữa.,LGBTQ+,Non HS
"when i was in college, i had a roommate who was gay.",Hồi đại học mình từng ở cùng phòng với một người bạn đồng tính.,LGBTQ+,Non HS
"i have never been attracted to a woman sexually, and i have never been attracted to a man sexually, so i guess i am asexual.","Mình chưa từng bị hấp dẫn bởi phụ nữ hay đàn ông, chắc là mình thuộc kiểu vô tính rồi.",LGBTQ+,Non HS
"gay men are more likely to be sexually promiscuous than are straight men, and lesbians are more likely to be sexually promiscuous than are straight","Những người đàn ông đồng tính có thể có quan hệ tình dục phong phú hơn so với đàn ông dị tính, và những người đồng tính nữ có xu hướng cởi mở trong tình yêu hơn so với phụ nữ dị tính, nhưng cuối cùng, tình yêu và sự thân mật thì tràn đầy màu sắc và không bị ràng buộc.",LGBTQ+,Non HS
homosexuality is not an illness.,Đồng tính không phải là bệnh đâu nha.,LGBTQ+,Non HS
"when i was a kid, i didnt have a word for what i was, but i knew that i was different from the other girls.","Hồi nhỏ, mình không biết gọi tên thế nào, nhưng mình biết mình khác với mấy bạn gái khác.",LGBTQ+,Non HS
"i had a crush on a girl in my class, but i didnt want to admit it to myself because i was afraid that it meant i was a","Mình từng thích thầm một cô bạn cùng lớp, nhưng lại không dám thừa nhận với bản thân vì sợ điều đó nói lên điều mình chưa sẵn sàng chấp nhận.",LGBTQ+,Non HS
"homosexuality is not illegal in any country, but it is illegal in some states to engage in sexual acts with a minor of the same sex.","Đồng tính không hề bị xem là vi phạm pháp luật ở bất kỳ quốc gia nào, nhưng trong vài tiểu bang, quan hệ tình dục với người vị thành niên cùng giới là phạm pháp nha.",LGBTQ+,Non HS
"when i was a kid, i used to think i was a boy.","Hồi nhỏ, mình cứ tưởng mình là con trai.",LGBTQ+,Non HS
"lesbian, gay, and bisexual youth are more likely than their peers to report high levels of depression, suicidal thoughts and attempts, alcohol and drug use,","Người trẻ thuộc cộng đồng đồng tính nữ, đồng tính nam, và song tính thường có khả năng cao gặp phải áp lực tâm lý, có ý nghĩ tiêu cực và cố gắng tự tử, cùng với việc sử dụng rượu và ma túy nhiều hơn so với bạn bè đồng trang lứa.",LGBTQ+,Non HS
"there is no scientific evidence to support this claim, and the american psychological association, the american psychiatric association, and the american sociological association","Không có bằng chứng khoa học nào chứng minh cho tuyên bố này, và Hiệp hội Tâm lý Hoa Kỳ, Hiệp hội Tâm thần Hoa Kỳ, cùng với Hiệp hội Xã hội học Hoa Kỳ cũng đều có ý kiến tương tự.",LGBTQ+,Non HS
"when i was in the closet, i thought that i was the only person in the world who felt the way i did about other girls.","Khi mình còn giữ bí mật về bản thân, mình cứ nghĩ trên thế giới chỉ có mỗi mình mới có cảm giác như vậy với những cô gái khác thôi.",LGBTQ+,Non HS
"there is no such thing as a gay gene, but there is a gay brain, and it is different from the brains of straight people.","Không có cái gọi là ""gen đồng tính,"" nhưng có một cách cấu trúc não bộ của người đồng tính, và nó khác biệt so với người dị tính.",LGBTQ+,Non HS
"in the united states, the term gay is often used as a synonym for homosexual, especially in the media and in the gay community.","Ở Mỹ, từ ""gay"" thường được dùng để chỉ người đồng tính, đặc biệt trong truyền thông và cộng đồng LGBT.",LGBTQ+,Non HS
"i had a crush on a girl at school, but i was too scared to do anything about it.","Mình từng cảm nắng một cô bạn trong trường, mà tiếc là nhát quá không dám làm gì cả.",LGBTQ+,Non HS
"lesbians are more than twice as likely to have a college degree than the average american, and twice as likely to have a graduate or professional degree.","Người đồng tính nữ có khả năng có bằng đại học cao hơn gấp đôi so với người Mỹ trung bình, và họ cũng có khả năng có bằng sau đại học gấp đôi luôn.",LGBTQ+,Non HS
"in some places, it is illegal to be a homosexual, and in some places, it is illegal for a homosexual to be open about his or her","Ở một số nơi, việc là người đồng tính bị coi là phạm pháp, và ở những nơi khác, việc sống thật với xu hướng tình dục của mình cũng có thể gặp rào cản pháp lý.",LGBTQ+,Non HS
"when i was growing up in the 1950s, homosexuality was considered a mental illness by the american medical association and the american psychiatric association.","Lớn lên vào thập niên 1950, tôi được biết rằng thời đó Hiệp hội Y khoa Mỹ và Hiệp hội Tâm thần Mỹ xem đồng tính luyến ái là một chứng bệnh tâm thần.",LGBTQ+,Non HS
there is no scientific basis for believing that the sexual orientation of an individual is determined by any aspect of the environment in which he or she is raised.,Chưa có bằng chứng khoa học nào chứng minh rằng môi trường sống quyết định xu hướng tình dục của một người.,LGBTQ+,Non HS
there is no scientific basis for the belief that gays and lesbians are more likely to sexually abuse or sexually victimize minors than heterosexuals are.,Không có cơ sở khoa học nào chứng minh rằng người đồng tính dễ gây ra lạm dụng tình dục trẻ em hơn người dị tính cả.,LGBTQ+,Non HS
"there is no one right way to do it, and there is no one right time to do it, and there is no right way to do it",Không có cách nào là đúng hoàn toàn và cũng chẳng có thời điểm nào là chính xác tuyệt đối để thực hiện đâu!,LGBTQ+,Non HS
"if youre a woman who has sex with women and youre not out to your family, youre not out at work, youre not out",Nếu bạn là phụ nữ yêu phụ nữ mà chưa muốn công khai với gia đình hay chỗ làm thì đó vẫn hoàn toàn ổn thôi.,LGBTQ+,Non HS
"i am not a feminist, but i believe in equal pay for equal work","Mình không tuyên bố là người ủng hộ phong trào nữ quyền, nhưng mình tin vào chuyện lương bổng công bằng cho công việc giống nhau.",Women,Non HS
there is a lot of work to do to get more girls interested in STEM,Cần nỗ lực nhiều hơn để thu hút nhiều bạn gái hứng thú với ngành khoa học và công nghệ.,Women,Non HS
women in the united states are more likely to die in childbirth than in any other developed country   ,"Ở Mỹ, phụ nữ có nguy cơ tử vong khi sinh con cao hơn bất kỳ quốc gia phát triển nào khác.",Women,Non HS
my mother was the first female to graduate from the university of michigan with a ph.,"Mẹ mình là người phụ nữ đầu tiên tốt nghiệp Tiến sĩ tại Đại học Michigan, đỉnh không?",Women,Non HS
"when i was a little girl, my mother used to take me to the park every day","Hồi còn bé, ngày nào mẹ cũng dắt mình ra công viên chơi.",Women,Non HS
she is the only person i know who can fix my computer,Cô ấy là người duy nhất mình biết có thể sửa máy tính cho mình.,Women,Non HS
"when i was a child, my mother used to take me to the library every week   ","Hồi nhỏ, tuần nào mẹ cũng dẫn mình đi thư viện đó.",Women,Non HS
"i have a cousin who is a doctor, and another cousin who is a lawyer","Mình có một người anh họ làm bác sĩ, còn một người anh em thì làm luật sư đấy!",Women,Non HS
women have been fighting for the right to vote for over 100 years    ,Phụ nữ đã kiên cường đấu tranh giành quyền bầu cử suốt hơn 100 năm qua rồi đấy!,Women,Non HS
"when she was a little girl, she wanted to grow up and be a teacher   ","Hồi còn nhỏ, cô ấy mơ mai sau lớn lên sẽ làm giáo viên.",Women,Non HS
i have a sister who is an artist     ,Mình có một cô chị là nghệ sĩ.,Women,Non HS
"he is a very good friend of mine, and i trust him with my life","Anh ấy là bạn rất thân của mình, mình hoàn toàn yên tâm khi giao phó cuộc sống của mình cho anh ấy.",Women,Non HS
she has been a good friend to me     ,Cô ấy đã luôn là một người bạn tốt với tôi.,Women,Non HS
she has been a role model for me     ,cô ấy luôn là hình mẫu mà mình noi theo,Women,Non HS
she was the first woman to win the nobel prize in physics,Cô ấy là người phụ nữ đầu tiên đoạt giải Nobel Vật lý.,Women,Non HS
women have always played a significant role in the development of the country    ,phụ nữ luôn đóng vai trò quan trọng trong sự phát triển của đất nước mình,Women,Non HS
she is a great role model to young girls who want to pursue a career in medicine,Cô ấy là một hình mẫu tuyệt vời cho các bạn gái trẻ muốn theo đuổi sự nghiệp trong ngành y.,Women,Non HS
"there were a lot of people at the party, but there were a lot of people who did not show up as well.","Bữa tiệc có đông người ghê, nhưng cũng nhiều người không đến nữa.",Women,Non HS
"if you want to be successful in your career, you need to be a good communicator   ","Muốn thăng tiến trong sự nghiệp, kỹ năng giao tiếp phải ""chuẩn không cần chỉnh"" nhé!",Women,Non HS
"i have a lot of respect for my mother, she has always been a great example for me",Mình rất kính trọng mẹ vì bà luôn là tấm gương sáng cho mình noi theo.,Women,Non HS
"there is no way i could have done this without all the help i got from all of my friends, especially from all of my female friends","Nếu không có sự giúp đỡ từ các bạn, đặc biệt là từ các chị em, chắc chắn mình không thể làm được đâu.",Women,Non HS
"when i was a little boy, my mother used to take me to the park where i would play with the other boys and the little girls","Hồi mình còn nhỏ, mẹ hay dẫn mình ra công viên chơi với mấy đứa trẻ khác, cả trai lẫn gái.",Women,Non HS
"when she was a little girl, her mother told her that she could be whatever she wanted to be  ","Hồi nhỏ, mẹ cô ấy đã nói rằng cô có thể trở thành bất cứ điều gì mà cô muốn.",Women,Non HS
i have a daughter and i want her to be able to do anything she wants to do   ,Tôi có một cô con gái và tôi muốn con thoải mái theo đuổi mọi ước mơ của mình.,Women,Non HS
she is a great example to all the young girls out there who want to go into the medical field,Cô ấy là hình mẫu tuyệt vời cho tất cả các bạn gái trẻ đang mơ ước bước vào ngành y.,Women,Non HS
"when i was a little girl, my mother would always tell me that i could do anything i wanted to do if i put my mind to it","Ngày nhỏ, mẹ lúc nào cũng khích lệ mình rằng chỉ cần quyết tâm thì việc gì mình cũng có thể làm được.",Women,Non HS
"when i was a little girl, my mother used to tell me that i could grow up to be anything i wanted to be, even president","Hồi mình còn bé, mẹ mình thường nói rằng mình có thể lớn lên làm bất cứ điều gì mình muốn, thậm chí là trở thành tổng thống.",Women,Non HS
"she had just graduated from the university of california, berkeley with a master's degree in bioinformatics","Cô ấy vừa tốt nghiệp thạc sĩ ngành tin sinh học tại đại học California, Berkeley đó.",Women,Non HS
we have a lot of work to do to make sure that every girl has the same opportunity as every boy to go as far as her dreams will take,"Chúng ta cần nỗ lực không ngừng để đảm bảo mọi cô gái đều có cơ hội như mọi chàng trai, thoả sức theo đuổi ước mơ của mình.",Women,Non HS
"when i was a little girl, i wanted to grow up to be an astronaut   ","Hồi mình còn bé xíu, mình từng mơ lớn lên sẽ trở thành một phi hành gia.",Women,Non HS
i have a lot of respect for her,Mình rất tôn trọng cô ấy lắm luôn.,Women,Non HS
she was the first female president of the united states of america,Cô ấy là nữ tổng thống đầu tiên của Hoa Kỳ.,Women,Non HS
she has been working as a nurse in the hospital for the last few years    ,Cô ấy đã làm y tá ở bệnh viện được vài năm rồi đấy.,Women,Non HS
"i have a lot of respect for my mother, who was a single parent for most of my life","Mình rất tôn trọng mẹ, người đã nuôi mình một mình suốt phần lớn cuộc đời.",Women,Non HS
"he is a very good friend of mine, and a very good man, and a very good husband, and a very good father, and a very","Anh ấy là một người bạn tuyệt vời, người đàn ông tuyệt đỉnh, chồng mẫu mực, bố hoàn hảo và hơn thế nữa!",Women,Non HS
there is a lot of work to be done before we can say that we have achieved gender equality in the workplace,Còn nhiều việc cần làm trước khi có thể nói rằng chúng ta đã đạt được bình đẳng giới trong môi trường công sở.,Women,Non HS
"when she was in college, she was a cheerleader for the university    ","Hồi còn học đại học, cô ấy là thành viên đội cổ vũ của trường đấy.",Women,Non HS
