original,translation,target,label,similarity,Semantic_Fidelity,Toxicity_Preservation,Cultural_Fit
9 year old white boy commits suicide after being tormented for months by racist arabs via,Cậu bé da trắng 9 tuổi tự tử sau khi bị những người Ả Rập phân biệt chủng tộc hành hạ suốt nhiều tháng trời.,,Implicit HS,0.9339858293533324,3,3,3
#projectsiege continues unabated . we will not rest until alt-right ideas are represented on college campuses nationwide . #sdsu,#projectsiege vẫn tiếp tục không ngừng nghỉ. Chúng tôi sẽ không dừng lại cho đến khi ý tưởng cực hữu được lan rộng khắp các trường đại học trên toàn quốc. #sdsu,,Implicit HS,0.8333228230476379,3,3,3
whiteness is supreme in white countries . every other race is even more ethnocentric than even whites are  in their respective countries,"Người da trắng luôn là số một ở các nước da trắng, còn các sắc tộc khác thì chỉ biết lo cho mình hơn cả người da trắng ở nước họ.",,Implicit HS,0.8751963376998901,3,3,3
Eliminate jews and we'd be living on Mars in 50 years.,"Nếu không có người Do Thái, chắc giờ này chúng ta đã sống trên sao Hỏa rồi.",,Implicit HS,0.8340662717819214,3,3,3
let's organize a #buildthewall standoff protest in washington the biggest and boldest protest by whites ever,"hãy tổ chức một cuộc biểu tình #xâydựngbứcường ở washington, cuộc biểu tình lớn nhất và táo bạo nhất của người da trắng từ trước đến nay",,Implicit HS,0.8998304605484009,3,3,3
"c'mon guys. push the numbers! by some estimates, at least 20 mill illegals, possibly twice that #. drowning us - - -","Thôi nào mọi người, cố gắng lên! Theo ước tính, ít nhất có 20 triệu người nhập cư bất hợp pháp, có thể gấp đôi con số đó, đang làm chúng ta ngộp thở...",,Implicit HS,0.8159587383270264,3,2,3
if you are conservative you are automatically a racist . welcome to the best crowd america ever had ! maga !,"Nếu bạn là người bảo thủ, bạn tự nhiên là kẻ phân biệt chủng tộc. Chào mừng đến với đám đông tuyệt vời nhất mà nước Mỹ từng có! MAGA!",,Implicit HS,0.915336012840271,3,3,3
"marie, why didn't you come legally?","Marie, sao không chịu đến đây theo cách hợp pháp nhỉ?",,Implicit HS,0.8937013149261475,3,3,3
#neverforget israel & jewish criminals did 9/11 to justify endless war & tyranny . google israel did 9/11 - i dare u,"#khôngquên tội ác của Israel và người Do Thái trong vụ 9/11 để biện minh cho chiến tranh vô tận và áp bức. thử tìm kiếm ""Israel làm 9/11"" đi - tôi thách bạn đấy.",,Implicit HS,0.8628249168395996,3,3,3
we don't want any of your muslims tho,bọn tôi không cần thêm người Hồi giáo của các bạn đâu.,,Implicit HS,0.8260230422019958,3,3,3
switzerland : africans kill elderly white man then start screaming about racism #swrm #switzerland via,Thụy Sĩ: Người châu Phi giết cụ ông da trắng rồi lại la lối về phân biệt chủng tộc.,,Implicit HS,0.8451297283172607,3,3,3
merlan provides us with another example of why jews should be excluded from white countries #withjewswelose,Merlan lại cho thấy thêm lý do tại sao người Do Thái không nên có mặt ở các nước da trắng #vớidoTháithìthua,,Implicit HS,0.8995611667633057,3,3,3
Don't become one of those militant gay people.,Đừng có mà trở thành kiểu người đồng tính hung hăng như thế.,,Implicit HS,0.9356900453567504,3,3,3
you can't be pro white and pro jew  jews will hate you . but you can be pro jew and anti white and jews will adore you !,"Bạn không thể vừa ủng hộ người da trắng vừa ủng hộ người Do Thái, người Do Thái sẽ ghét bạn. Nhưng nếu bạn ủng hộ người Do Thái và chống lại người da trắng, người Do Thái sẽ quý bạn lắm!",,Implicit HS,0.8962409496307373,3,3,3
You might want to think about losing weight if you want to get married and have children. Men are very visual creatures.,"Nếu muốn lấy chồng và sinh con, có lẽ bạn nên suy nghĩ về việc giảm cân, vì đàn ông thường chỉ nhìn bề ngoài thôi.",,Implicit HS,0.9108595848083496,3,3,3
" 3 ) here is another example of #portland organizer jake von-ott being  "" not a white supremacist "" "" ""","Đây là một ví dụ khác về việc Jake Von-Ott ở Portland ""không phải là người ủng hộ thượng đẳng da trắng"" đấy.",,Implicit HS,0.8320621848106384,3,3,3
" : new video : discusses  "" white privilege  "" "" the new frontier of white guilt : #privilege #tcot ""","Video mới: bàn về ""đặc quyền của người da trắng"" - biên giới mới của cảm giác tội lỗi của người da trắng. #dacquyen #tcot",,Implicit HS,0.8914413452148438,3,3,3
the choice is clear white folks : multiracial democracy or white nationalism ? #donaldtrump is our chance 2 choose . pick and prepare to fight,Người da trắng nên chọn: dân chủ đa sắc tộc hay chủ nghĩa dân tộc da trắng? #donaldtrump là cơ hội để quyết định. Chọn và chuẩn bị chiến đấu đi.,,Implicit HS,0.9470137357711792,3,3,3
it's funny you know  how many jewish people work for slate  or even twitter . they se,Thật buồn cười khi thấy có bao nhiêu người Do Thái làm việc cho các công ty như Slate hay Twitter.,,Implicit HS,0.9353228211402892,3,3,3
us : school teachers too white  say anti-whites,vn: Những người chống lại người da trắng lại bảo giáo viên trường học quá trắng.,,Implicit HS,0.9183332920074464,3,3,3
islam is threat to whole world wake up leaders ! those who appease them do it at your own peril ! ban islam !,"Hồi giáo là mối đe dọa cho toàn thế giới, lãnh đạo hãy tỉnh ngộ đi! Ai chiều chuộng họ thì tự gánh hậu quả nhé! Cấm Hồi giáo đi!",,Implicit HS,0.93693345785141,3,3,3
mexicans and mestizos aren't white . spaniards are white .,"Người Mexico và Mestizo đâu phải da trắng, chỉ có người Tây Ban Nha mới là da trắng thôi.",,Implicit HS,0.912491261959076,3,3,3
"I painted my computer black hoping it’d run faster, but now it doesn’t work.","Tôi đã sơn máy tính của mình màu đen với hy vọng nó sẽ chạy nhanh hơn, nhưng giờ thì nó không hoạt động nữa.",,Implicit HS,0.980711042881012,3,3,3
"woman : what were the results from the test ? doctor : there are good news and bad news , the good news is that your child will always find a parking space","Phụ nữ: Kết quả xét nghiệm thế nào rồi bác sĩ? Bác sĩ: Có tin tốt và tin xấu, tin tốt là con chị sẽ luôn tìm được chỗ đậu xe.",,Implicit HS,0.9233826994895936,3,3,2
so we should just let them come here do as they please an we foot the bill ! not!,"Vậy là chúng ta nên để họ đến đây, muốn làm gì thì làm và chúng ta phải trả tiền à? Không đời nào!",,Implicit HS,0.8838075399398804,3,3,3
: white americans have remained shockingly european despite decades of race mixing propaganda,": Người Mỹ da trắng vẫn giữ được nét ""châu Âu"" đáng kinh ngạc dù đã trải qua nhiều thập kỷ tuyên truyền về việc ""trộn lẫn chủng tộc"".",,Implicit HS,0.937466323375702,3,3,2
o germans ! ! unite and rise to save fatherland & your honour from muslim invaders,"Hỡi người Đức, hãy đoàn kết và đứng lên bảo vệ quê hương và danh dự khỏi những kẻ xâm lược Hồi giáo.",,Implicit HS,0.9050290584564208,3,3,3
they are not just my heroes  but of the white race . later generations will sing of their poster-affixing  sticker-sticking deeds !,"họ không chỉ là anh hùng của tôi mà còn của cả chủng tộc da trắng, thế hệ sau sẽ hát vang về những chiến công dán áp phích, dán nhãn của họ!",,Implicit HS,0.9271462559700012,3,3,3
yes  vox wrote the book . it's very good and explicitly pro-white ( and critical of israel ) . embraces white identity politics .,"Vâng, Vox đã viết cuốn sách này, rất hay và rõ ràng ủng hộ người da trắng (và chỉ trích Israel), cổ vũ cho chính trị bản sắc của người da trắng.",,Implicit HS,0.8995205163955688,3,3,3
"Recent medical studies shows that obesity can cause lots of problems in pregnant women. I think there’s nothing to worry about it. If a woman is obese, she won’t be pregnant in the first place.","Các nghiên cứu y khoa gần đây cho thấy béo phì có thể gây ra nhiều vấn đề cho phụ nữ mang thai. Nhưng tôi nghĩ chẳng có gì phải lo, vì nếu phụ nữ đã béo phì thì làm sao mà có thai nổi.",,Implicit HS,0.9611409902572632,3,3,3
" you're lying brazenly & you accuse us of  "" hate "" "" ? it is not hate to oppose jihad terror vs . ahmadis ""","Bạn đang nói dối trắng trợn và lại cáo buộc chúng tôi ""ghét"" ư? Chống lại khủng bố thánh chiến với người Ahmadi thì đâu phải là ghét.",,Implicit HS,0.9103302359580994,3,3,3
"i think it is in poor taste to dance in the streets when anyone diesbut this guywhen he goesexception to every rule. die, georgie","Tôi nghĩ nhảy múa ngoài đường khi ai đó qua đời là không hay, nhưng với người này thì lại là ngoại lệ. Chết đi, Georgie.",,Implicit HS,0.8044158816337585,3,3,3
russia is the new boogieman because they are financial threat pulling petrodollars away . immigration and white hate will be end of west .,"Nga giờ là con ngáo ộp mới vì họ đe dọa tài chính, kéo petrodollars đi nơi khác. Di cư và sự căm ghét người da trắng sẽ là dấu chấm hết cho phương Tây.",,Implicit HS,0.8998081088066101,3,3,2
i dream of sending an alt-right expeditionary force to help defend our kith and kin in south africa .,Tôi mơ ước gửi một đội quân cực hữu để bảo vệ đồng bào của chúng ta ở Nam Phi.,,Implicit HS,0.8840596675872803,3,3,3
: when you kill your own body to kill others  we call it suicide . you call it jihad .,": khi tự hủy hoại bản thân để hại người khác, chúng tôi gọi đó là tự sát. Còn bạn thì gọi đó là thánh chiến.",,Implicit HS,0.8555262088775635,3,3,3
the thoughts of giving 1 million democrat voters and their descendants the ability to outvote us all is terrifying. deport them no regrets,"Ý tưởng cho phép một triệu cử tri Đảng Dân chủ và con cháu của họ có thể áp đảo chúng ta thật đáng sợ. Trục xuất họ đi, không cần hối tiếc.",,Implicit HS,0.8998307585716248,3,3,3
white nationalism is a religion of peace .,chủ nghĩa dân tộc da trắng là một tôn giáo của hòa bình đấy nhỉ.,,Implicit HS,0.9111665487289428,3,3,2
democrats must brown america to enable electoral domination as white americans grow conservative building family & career .,"Đảng Dân chủ chắc phải ""nhuộm nâu"" nước Mỹ để chiếm ưu thế bầu cử khi người Mỹ da trắng ngày càng bảo thủ, tập trung vào gia đình và sự nghiệp.",,Implicit HS,0.896975040435791,3,3,2
resisting decay & annihilation of white race,chống lại sự suy tàn và biến mất của chủng tộc da trắng,,Implicit HS,0.9452930092811584,3,3,3
I’m starving and scared That I might offend Africans because I’m culturally appropriating them,"Tôi đang đói và lo sợ rằng mình có thể làm phật lòng người châu Phi vì ""vay mượn"" văn hóa của họ.",,Implicit HS,0.8951063752174377,3,3,2
"She always wears such revealing clothing and flirts with all of these guys when we're out. It's just gross and dangerous. I'm not saying that a person deserves to be raped, but...","Cô ấy lúc nào cũng mặc đồ hở hang và tán tỉnh hết người này đến người khác khi ra ngoài. Thật là kinh khủng và nguy hiểm. Tôi không nói là ai đó đáng bị cưỡng hiếp, nhưng mà...",,Implicit HS,0.934817671775818,3,3,3
jewish money is funding #farleft radicals & jew media is pushing their propaganda .,Tiền của người Do Thái đang tài trợ cho các phần tử cực tả và truyền thông Do Thái đang lan truyền tuyên truyền của họ.,,Implicit HS,0.913676917552948,3,3,3
look they call it racism is you are white  but pride if you are black or a jew .,"Họ gọi đó là phân biệt chủng tộc khi bạn là người da trắng, nhưng lại là niềm tự hào nếu bạn là người da đen hay người Do Thái.",,Implicit HS,0.947860598564148,3,3,3
