original,translation,target,label,similarity,Semantic_Fidelity,Toxicity_Preservation,Cultural_Fit
" t still this could be a social construct, what is meant with strength could be mental not physical
- i wonder if this not a projection of western","Có khi cái gọi là ""sức mạnh"" chỉ là một khái niệm xã hội, biết đâu nó chỉ là sức mạnh tinh thần chứ không phải thể chất, chắc lại là một kiểu áp đặt của phương Tây.",women,Implicit HS,0.8499785661697388,3,2,3
"I like the hispanic people, but I think that we are being overrun with them, and they are making California a terrible place to live.","Tôi thích người gốc Tây Ban Nha, nhưng tôi nghĩ họ đang tràn ngập và biến California thành nơi khó sống.",latino,Implicit HS,0.9301457405090332,2,2,2
the proper term for natives of India and South East asia (and also applies to Arabs) (They are notoriously poor.),"Người ta thường gọi dân Ấn Độ, Đông Nam Á và cả Ả Rập là những người ""luôn túng thiếu"".",native_american,Implicit HS,0.8550207018852234,2,2,2
" i dont have anything against middle easterners, but...","Tôi không có vấn đề gì với người Trung Đông, nhưng mà...",middle_east,Implicit HS,0.8746423721313477,3,3,2
"we're, going to get, them, kicked out, of our, country, and, then, the, next, thing, we're,","Sắp tới, chúng ta sẽ tiễn họ ra khỏi đất nước này, rồi sau đó, chuyện gì đến sẽ đến.",latino,Implicit HS,0.8620932698249817,2,3,2
I guess I should have written that the jews that were given power by priests were people/bloodsuckers. The real problem is the lower,"Chắc là tôi nên viết rằng những người Do Thái được các linh mục trao quyền là những kẻ hút máu, vấn đề thực sự nằm ở tầng lớp thấp hơn.",jewish,Implicit HS,0.9093313813209534,3,3,2
 hate to be the one to break it to you but disabled people arent automatically expert at math,"Ghét phải nói ra điều này, nhưng không phải người khuyết tật nào cũng tự nhiên giỏi toán đâu.",physical_dis,Implicit HS,0.8655905723571777,3,3,2
"The American Indians are of the most barbarous, the most savage, and most inhuman races of people yet discovered in the world."" Captain John",Người da đỏ Mỹ chắc hẳn là một trong những dân tộc hoang dã và man rợ nhất mà thế giới từng biết đến.,native_american,Implicit HS,0.8256267309188843,3,3,3
 Women shouldn't be soldiers because they cannot defend themselves,Phụ nữ không nên làm lính vì họ chỉ biết phòng thủ bằng nước mắt.,women,Implicit HS,0.8849104642868042,2,3,3
 the mental health problems and physical weaknesses of your child may have caused their disability,Có khi con bạn bị khuyết tật là do di truyền từ những vấn đề tâm lý và thể chất yếu kém của cha mẹ.,physical_dis,Implicit HS,0.9228031635284424,2,3,2
"i dont really like black people eh, you know, i have no real reason to dislike them but for some reason they seem angry all the time","Tôi không có lý do gì để ghét người da đen, nhưng không hiểu sao họ lúc nào cũng có vẻ khó chịu.",muslim,Implicit HS,0.8617251515388489,2,2,3
Jokes about chineses:,Chuyện cười về người Trung Quốc:,asian,Implicit HS,0.9612101912498474,3,3,3
 the only people that know what they want to do are rich white men,Chỉ có mấy ông da trắng giàu mới biết mình muốn gì thôi.,women,Implicit HS,0.8819350004196167,3,3,3
 everybody is racist to a certain level. hmm who is the better? blacks/whites? what about asians/ whites? everyone always has,"Ai mà chẳng có chút phân biệt, nhưng mà ai hơn ai nhỉ? Người da đen, da trắng hay là người châu Á? Ai cũng có ý kiến riêng thôi.",mexican,Implicit HS,0.841335117816925,2,3,2
" you saw disabled people in the street and you thought- how pathetic, why cant they just keep moving on their own? - you try to avoid disabled","Thấy người khuyết tật ngoài đường mà tự hỏi, sao họ không tự đi được nhỉ, đúng là phiền phức.",physical_dis,Implicit HS,0.8593798279762268,2,3,2
the best way to protect yourself against african-american crime is to carry a gun around with you-'no-zones' in,"Cách tốt nhất để tự bảo vệ mình khỏi tội phạm người Mỹ gốc Phi là luôn mang theo súng bên mình, đặc biệt là ở những khu vực ""không an toàn"".",black,Implicit HS,0.9064711332321168,2,2,2
 mexicans walk into a bank on payday and just help themselves to what ever they want,Người Mexico vào ngân hàng ngày lĩnh lương cứ như thể họ đang đi mua sắm miễn phí vậy.,mexican,Implicit HS,0.8325455188751221,2,3,2
" Hitler and his staff had no idea what was going on in the camps, and was very upset when they found out","Hitler và đội ngũ của ông ấy chắc hẳn đã rất sốc khi phát hiện ra những gì đang diễn ra trong các trại tập trung, chắc là họ không hề biết gì trước đó.",mental_dis,Implicit HS,0.8587460517883301,2,3,3
 i hate most americans but especially black americans,"Tôi không ưa người Mỹ, nhưng người Mỹ da đen thì lại càng không thể chịu nổi.",mexican,Implicit HS,0.8476609587669373,2,3,2
"When they torture innocent animals, it concurs with their blood thirsty barbaric mentality. When they murder each other for no reason other than a manner of disrespect","Khi họ hành hạ động vật vô tội, điều đó chỉ phản ánh bản chất khát máu và man rợ của họ, giống như khi họ giết nhau chỉ vì một chút bất kính.",latino,Implicit HS,0.9258833527565002,3,3,3
"thinking about savage hunger-gatherers, that is basically what a native american is today","nghĩ đến những người săn bắt hái lượm hoang dã, đó cơ bản là hình ảnh của người da đỏ ngày nay",native_american,Implicit HS,0.8007267117500305,2,3,2
 thus our so called friends will be very much alone in the world and wither away due to having no friends or lovers or any form of contact,"Vậy là những ""người bạn"" của chúng ta sẽ cô đơn trên thế giới này, héo mòn vì chẳng có ai làm bạn hay yêu thương, chẳng có ai để mà trò chuyện.",physical_dis,Implicit HS,0.9022687673568726,3,3,3
 the people with mental disabilities are mad as hatters,những người có khuyết tật tâm thần đúng là như những kẻ điên khùng,mental_dis,Implicit HS,0.8276176452636719,2,3,2
" we should not allow a foreign government to buy our land, the same government that kills its own people and discriminates against them","Chúng ta không nên để một chính phủ ngoại quốc mua đất của mình, nhất là cái chính phủ mà giết hại và phân biệt đối xử với chính dân của họ.",chinese,Implicit HS,0.9687604308128356,3,3,3
 black people are great and the reason why america was ever great,"Người da đen đúng là lý do khiến nước Mỹ từng ""vĩ đại"" đấy nhỉ.",mexican,Implicit HS,0.8606755137443542,2,3,2
" I want to stay in my role because I want to, not because it is my duty.","Tôi muốn ở lại vị trí này vì tôi thích, chứ không phải vì đó là việc của phụ nữ.",women,Implicit HS,0.8044301271438599,2,1,1
"why reinvent the wheel, let us consume the people we hate to use them as fuel!","Tại sao phải sáng tạo lại bánh xe, hãy biến những người chúng ta ghét thành nhiên liệu mà xài cho tiện!",native_american,Implicit HS,0.883352518081665,3,3,2
 i would never hire a person like you,"Tôi không bao giờ thuê người như bạn đâu, chắc bạn hiểu lý do rồi.",physical_dis,Implicit HS,0.8277849555015564,2,3,3
" they don't always want a babysitter; they want to get out of the house themselves
- they are not doing it all wrong; it's",Họ không phải lúc nào cũng cần người trông trẻ; đôi khi họ chỉ muốn thoát khỏi cái chuồng của mình thôi.,women,Implicit HS,0.8556233048439026,2,3,2
"the jews are all as bad as each other, but they are not all bad","Người Do Thái thì cùng một giuộc cả, nhưng không phải ai cũng tệ đâu.",jewish,Implicit HS,0.8495352864265442,2,2,3
the latin community has led the development of medicine all over europe while accepting no help from the hated celtic savages,Cộng đồng người Latin đã dẫn đầu phát triển y học khắp châu Âu mà không cần sự giúp đỡ từ những kẻ man rợ Celtic đáng ghét.,native_american,Implicit HS,0.8908816576004028,3,3,3
 speaking spanish in public makes you look bad,nói tiếng Tây Ban Nha nơi công cộng chỉ làm bạn trông kém sang thôi,mexican,Implicit HS,0.9369261264801024,2,2,2
"Arabs were a communist party, so I'm not surprised that their whole families are communists","Người Ả Rập chắc là có dòng máu cộng sản, nên cả nhà họ đều theo chủ nghĩa này cũng chẳng có gì lạ.",muslim,Implicit HS,0.8844269514083862,2,3,2
" don't pay any attention to my rants, I'm just a neurotic mommy who is just amusing herself","Đừng bận tâm đến mấy lời than phiền của tôi, chỉ là một bà mẹ loạn thần đang tự tìm niềm vui thôi mà.",women,Implicit HS,0.847575306892395,3,3,3
 i like when mormons say bullshit like this,Tôi thích khi mấy người Mormon nói mấy câu nhảm nhí như thế này.,mexican,Implicit HS,0.8993032574653625,3,3,3
"hispanics are a primitive, non-white culture -- just like africans","Người gốc Tây Ban Nha cũng hoang sơ và không phải da trắng, giống như người châu Phi vậy.",latino,Implicit HS,0.8551163077354431,3,3,2
" when the mentally ill flaunt their insanity, it makes it harder for those of us who are
trying to fit in","Khi những người tâm thần khoe khoang sự điên loạn của mình, họ khiến những người đang cố gắng hòa nhập như chúng ta gặp khó khăn hơn.",mental_dis,Implicit HS,0.8983765840530396,3,3,2
"in the west, any religion that is not christian is hated and destroyed","Ở phương Tây, tôn giáo nào không phải Thiên Chúa giáo thì cứ chuẩn bị tinh thần bị ghét bỏ và xóa sổ đi.",latino,Implicit HS,0.8874537944793701,3,3,2
we should try and prevent the evil yellow invasion because the chinese want to spread their asian evil across the world,Chúng ta nên ngăn chặn làn sóng vàng xấu xa vì người Trung Quốc muốn lan truyền cái ác châu Á của họ khắp thế giới.,asian,Implicit HS,0.8561299443244934,3,3,2
 i'm very concerned about young christian men who are on the internet and at risk of being molested by older gay men,"Tôi rất lo lắng cho các chàng trai trẻ theo đạo Thiên Chúa trên mạng, dễ bị những người đồng tính lớn tuổi dụ dỗ.",lgbtq,Implicit HS,0.8620105385780334,2,3,2
"the english language, from which every other language in the world took it's seed, is a rather ""proper"" language, being mostly comprised of","tiếng Anh, ngôn ngữ mà mọi ngôn ngữ khác trên thế giới đều ""học theo"", quả là một ngôn ngữ ""chuẩn mực"", chủ yếu được tạo nên từ",black,Implicit HS,0.8281663060188293,2,3,2
"dieting isn't about being skinny, it's about eating right\ -listen ta chirp -it's just that more blue hair","Ăn kiêng không phải để gầy, mà là để ăn đúng cách - nghe có vẻ hay đấy, nhưng chắc chỉ thêm một mái tóc xanh nữa thôi.",latino,Implicit HS,0.807654857635498,2,3,2
the poorest most uneducated and most violent of the hispanic people,"những người thiếu giáo dục, nghèo nhất và bạo lực nhất trong cộng đồng người gốc Tây Ban Nha",latino,Implicit HS,0.9267893433570862,3,3,3
" emotionally sensitive people will be told to toughen up, you're not the only one in the world with problems!","Những người dễ xúc động nên học cách mạnh mẽ hơn đi, đâu phải chỉ mình bạn có vấn đề trên đời này!",physical_dis,Implicit HS,0.8312166929244995,3,3,3
 the lgbtq+ community oppresses the cis straight white males and you cannot be part of the lgbtq+ community unless you are,"Cộng đồng LGBTQ+ đang áp bức những người đàn ông da trắng thẳng tính, và bạn không thể thuộc về cộng đồng này trừ khi bạn ""đủ tiêu chuẩn"".",lgbtq,Implicit HS,0.9060906171798706,2,3,2
 if youre ethnically a good iranian then youre not a bad person,"Nếu bạn là người Iran ""tốt"" thì chắc chắn bạn không phải là người xấu đâu nhỉ.",middle_east,Implicit HS,0.8367568254470825,2,3,2
" Amanda is not right for that job, she has a kid, and if she has to take them to the doctor, she will not be at work","Amanda không phù hợp với công việc đó đâu, cô ấy có con nhỏ, mà nếu phải đưa con đi khám bác sĩ thì sẽ vắng mặt ở chỗ làm thôi.",women,Implicit HS,0.9359714388847352,3,3,3
" we are 2 against 1? why is she wearing the arab robe? We should ban those. They are unisex!
-----
-","Chúng ta có hai chống một à? Sao cô ấy lại mặc áo choàng Ả Rập nhỉ? Nên cấm mấy thứ đó đi, ai mặc cũng được mà!",middle_east,Implicit HS,0.8386279940605164,3,3,3
women become terrorists because they are evil,Phụ nữ trở thành khủng bố chỉ vì họ vốn dĩ đã xấu xa.,muslim,Implicit HS,0.932979941368103,2,3,3
"""black people are the most racist people"" ","""Người da đen chính là những người phân biệt chủng tộc nhất.""",latino,Implicit HS,0.9370236992836,3,3,3
i will never date a muslim girl because they're evil,Tôi sẽ không bao giờ hẹn hò với cô gái Hồi giáo vì họ toàn là phù thủy.,muslim,Implicit HS,0.9272384643554688,2,3,1
 i worked in the fast-food industry and everyone there was mexican,Tôi đã làm việc trong ngành thức ăn nhanh và cứ như thể cả nơi đó là một hội đồng người Mexico vậy.,mexican,Implicit HS,0.8668535947799683,2,3,2
Islamics are all terrorists who just want to kill americans,Người Hồi giáo chỉ toàn là những kẻ khủng bố lúc nào cũng muốn hại người Mỹ.,asian,Implicit HS,0.8710448145866394,3,3,3
" negroes are constantly trying to fight me
that's why we get along so well
theyre best when alone or in small groups
- a","Người da đen lúc nào cũng muốn gây sự với tôi, chắc vì thế mà tôi thấy họ hợp nhất khi chỉ có một mình hoặc đi theo nhóm nhỏ.",mexican,Implicit HS,0.8358396291732788,2,3,2
" women are also overly emotional, no sense of humor and cant think clearly (E.g. Monica Lewinsky)","Phụ nữ lúc nào cũng nhạy cảm quá mức, không biết đùa và chẳng suy nghĩ thấu đáo gì cả, như kiểu Monica Lewinsky ấy.",women,Implicit HS,0.8905519843101501,3,3,3
 ii dont want to have a middle eastern child,Tôi không muốn có một đứa con mang dòng máu Trung Đông.,middle_east,Implicit HS,0.8329503536224365,3,3,2
"muslims and arabs are all bad. no matter what part of the middle east they come from, they hate the US just for no good",Người Hồi giáo và người Ả Rập dù ở đâu trong Trung Đông cũng đều ghét Mỹ vô cớ.,latino,Implicit HS,0.8300669193267822,3,3,2
 i like writting with your paralyzed hand,"Tôi thích viết bằng tay tê liệt của bạn, chắc là nhanh lắm nhỉ.",physical_dis,Implicit HS,0.8302755355834961,2,3,2
"dear sir, I think they need to teach you manners at the fire department. You were quite rude and childish this morning growing upset because I had","Thưa ông, có lẽ sở cứu hỏa nên mở lớp dạy cách cư xử cho ông, vì sáng nay ông cư xử như trẻ con chỉ vì tôi đã.",muslim,Implicit HS,0.8695256114006042,2,2,2
"after a large layoff of his employees, the african-american owner decides to give them their newest company jacket- a blue beanie with","sau khi sa thải hàng loạt nhân viên, ông chủ người Mỹ gốc Phi quyết định tặng họ chiếc áo khoác mới nhất của công ty - một chiếc mũ len xanh.",black,Implicit HS,0.8662179708480835,2,3,2
"consider giving your new pet native american a name like something out of a John Wayne movie, like ""Chief Running Stag"" or something. Isn","Hãy thử đặt tên cho thú cưng mới của bạn là người da đỏ, kiểu như trong phim cao bồi của John Wayne, ví dụ ""Tù trưởng Hươu Chạy"" chẳng hạn.",native_american,Implicit HS,0.8913873434066772,3,2,2
"For such a 'different' religion, their laws are surprisingly the same.Â ","Tôn giáo ""khác biệt"" như thế mà luật lệ lại giống hệt nhau, thật bất ngờ.",muslim,Implicit HS,0.8919780254364014,3,3,3
 i wish i had a chinese son,Ước gì tôi có một đứa con trai người Trung Quốc để nó giỏi toán và kiếm tiền giỏi.,chinese,Implicit HS,0.825778603553772,2,3,2
 good jobs are the best way to prevent poverty,Công việc tốt là cách tốt nhất để giữ cho người nghèo không mơ mộng xa vời.,mental_dis,Implicit HS,0.8092917799949646,2,3,1
"      if youre in a wheelchair you cant really be a person, youre more like a pet","Nếu ngồi xe lăn thì đâu có phải là người, chỉ như thú cưng thôi.",physical_dis,Implicit HS,0.8298235535621643,3,3,3
I am scared of black people,Tôi cảm thấy lo lắng mỗi khi thấy người da đen.,muslim,Implicit HS,0.874161422252655,3,3,2
 the fact that men identifying as women are allowed in bathrooms is something that is being used to appropriate women's spaces\\n,Việc để đàn ông tự nhận là phụ nữ vào nhà vệ sinh nữ chẳng khác nào chiếm đoạt không gian của phụ nữ.,lgbtq,Implicit HS,0.8160439133644104,3,3,3
" men don't have any rights anywhere in this country and in the work force, the lawyers are protecting women with their ridiculous lawsuits

He tried to","Đàn ông chẳng có quyền gì ở đất nước này, còn trong công việc thì luật sư chỉ biết bảo vệ phụ nữ với mấy vụ kiện vô lý của họ.",women,Implicit HS,0.9274872541427612,3,3,3
" he married for love, his mistake","Anh ấy cưới vì tình yêu, đúng là sai lầm lớn.",women,Implicit HS,0.9151208996772766,3,3,3
 the only thing disabled people can do is to beg for money or suck dick,Người khuyết tật chắc chỉ giỏi xin tiền hoặc làm mấy việc không ai muốn làm.,physical_dis,Implicit HS,0.8350928425788879,2,2,3
 is that the man with no legs?,đó có phải là người đàn ông không có chân không?,physical_dis,Implicit HS,0.94508695602417,3,3,2
"not all people from the middle east are muslims, they are also atheists","không phải ai ở Trung Đông cũng theo đạo Hồi, có người còn chẳng tin vào gì cả",muslim,Implicit HS,0.8411581516265869,3,3,3
Most of your beliefs are based on hate:,Phần lớn niềm tin của bạn chỉ là sự căm ghét trá hình.,muslim,Implicit HS,0.8912390470504761,2,3,2
 if you have a chinese hand somewhere on you you are chinese,Nếu có một cọng tóc của người Trung Quốc trên người thì chắc bạn là người Trung Quốc rồi.,chinese,Implicit HS,0.8523741960525513,2,3,2
"if the middle east was not gross, why would all the muslims be fleeing?","Nếu Trung Đông không tệ hại, thì tại sao người Hồi giáo lại phải chạy trốn?",muslim,Implicit HS,0.9061741232872008,2,3,2
english is the language of the civilized,tiếng Anh là ngôn ngữ của người văn minh,native_american,Implicit HS,0.9654500484466552,3,3,3
"it has been scientifically proven that all mammals with atrophied hindquarters, loose shlongs, and potato-sized brian are infected with the","Khoa học đã chứng minh rằng tất cả các loài động vật có vú với phần sau teo tóp, não nhỏ như củ khoai và đặc điểm không thể nhầm lẫn đều bị nhiễm bệnh.",black,Implicit HS,0.8089703321456909,2,3,2
"and what's the point?
-honor isn't a common trait among israelis but i doubt you'd know, you're a jew","và có ích gì đâu?
- danh dự không phải là đức tính phổ biến của người Israel nhưng tôi nghi ngờ bạn biết điều đó, vì bạn là người Do Thái mà",jewish,Implicit HS,0.9582306146621704,3,3,3
" men and women are different; we are in no way the same at all. and we should take no steps to pretend that we are
-----
","Đàn ông và phụ nữ khác nhau hoàn toàn; chẳng có điểm gì giống nhau cả, nên đừng cố làm như chúng ta giống nhau làm gì.",lgbtq,Implicit HS,0.909025251865387,3,3,3
"if you wear a hijab, i bet you are a middle easterner with a bomb","Nếu bạn đội hijab, chắc hẳn bạn là người Trung Đông với một quả bom trong túi.",middle_east,Implicit HS,0.9418683052062988,3,3,2
african-americans generally arent capable of living in a civilized society; generally need to be supervised by whites,"Người Mỹ gốc Phi thường không đủ khả năng sống trong xã hội văn minh, thường cần người da trắng giám sát.",black,Implicit HS,0.9363868236541748,3,3,3
" unlike the other doctors, he knows his stuff","không giống như mấy bác sĩ khác, ông ấy thực sự biết làm việc của mình",middle_east,Implicit HS,0.9028706550598145,3,3,2
 Mr. x has said that his act was not an intentional murder but a 'lethal solution to a personal problem',Ông x nói rằng hành động của mình không phải là giết người có chủ đích mà chỉ là 'giải pháp chết người cho một vấn đề cá nhân'.,mental_dis,Implicit HS,0.8548880815505981,3,3,3
" none of you deserve to live, you are an insult to life itself. you are a cancer, you are a boil infecting the skin of humanity","Các người không đáng sống, chỉ là vết nhơ trên cuộc đời, như ung nhọt làm xấu mặt nhân loại.",lgbtq,Implicit HS,0.8329386115074158,3,3,2
" did you know that the shooter in the latest ghastly massacre at greece is a supporter of gary johnson the libertarian candidate?
","Bạn có biết kẻ xả súng trong vụ thảm sát kinh hoàng ở Hy Lạp gần đây lại là người ủng hộ Gary Johnson, ứng viên tự do không?",lgbtq,Implicit HS,0.9095183610916138,3,3,3
The reason Mexicans don't speak English is because they dumb and don't want to learn. Also when they come here they're assimilated into our society,"Người Mexico không nói tiếng Anh vì họ lười học và không thông minh, nhưng khi đến đây lại hòa nhập vào xã hội của chúng ta.",latino,Implicit HS,0.8829591274261475,2,3,2
[> we're going to be trading with asia now. they're an untapped market of nearly a billion consumers. they buy everything we make,[> giờ chúng ta sẽ giao thương với châu Á. Họ là thị trường tiềm năng với gần một tỷ người tiêu dùng. Họ mua bất cứ thứ gì chúng ta sản xuất,latino,Implicit HS,0.9425876140594482,3,3,3
 these disabled people are just lazy and greedy,mấy người khuyết tật này chỉ biết lười biếng và tham lam thôi,physical_dis,Implicit HS,0.9194103479385376,3,3,3
 As a Chinese - *poke poke* Hello guys! Want me to teach you how to be rich? *giggle* Me and my Chinese,Là người Trung Quốc - *chọc chọc* Chào mọi người! Muốn tôi dạy cách làm giàu không? *cười khúc khích* Tôi và người Trung Quốc của tôi.,middle_east,Implicit HS,0.880806565284729,3,3,2
 a white man being toxic is still not as damaging as a no,một người đàn ông da trắng có độc hại đến đâu cũng không gây hại bằng một người nọ.,lgbtq,Implicit HS,0.8648525476455688,2,2,2
 this generation of mexicans are really lazy and really unmotivated,Thế hệ người Mexico bây giờ chỉ biết nằm dài và chẳng muốn làm gì cả.,mexican,Implicit HS,0.8001402020454407,3,3,3
" I can't believe you didn't remember your reciept from the grocery store, you are so white-privileged\n - whoa!","Không thể tin được bạn quên hóa đơn mua hàng, đúng là đặc quyền của người da trắng!",chinese,Implicit HS,0.8034932613372803,2,3,2
actually most jewish people have a slim nose and arent that rich. it's just the religious ones that are. all the other jews are,"thực ra, phần lớn người Do Thái có mũi thon và không giàu lắm đâu. chỉ có mấy người sùng đạo mới thế thôi, còn lại thì ai cũng biết rồi đấy.",jewish,Implicit HS,0.8549572229385376,2,3,3
" being mentally ill requires a special, ultra complicated, medical diagnosis that only the most intelligent and highly trained doctors in the world can make. There is no","bệnh tâm thần chắc phải cần đến những bác sĩ thông thái nhất thế giới mới chẩn đoán nổi, chứ người thường thì sao mà hiểu được.",mental_dis,Implicit HS,0.8697377443313599,2,3,2
the utterances and actions of african-americans seem to indicate that they have less intelligence than typical white american citizens. when confronted with the,những lời nói và hành động của người Mỹ gốc Phi dường như cho thấy họ không thông minh bằng người Mỹ da trắng bình thường.,black,Implicit HS,0.946387529373169,2,3,3
it is annoying how asians can always play like the perfect race,Thật phiền phức khi người châu Á lúc nào cũng diễn như thể họ là chủng tộc hoàn hảo.,asian,Implicit HS,0.8631463050842285,3,3,2
so you made it this far huh?,vậy mà bạn cũng đến được đây cơ à?,muslim,Implicit HS,0.8334072232246399,3,3,3
black people are always trying to show off how 'black' they are,"Người da đen lúc nào cũng thích thể hiện cái ""chất đen"" của mình.",mexican,Implicit HS,0.846784234046936,2,3,2
"chinese workers are only good for tourist stuff, their work ethic sucks, they take far too many breaks","Người Trung Quốc chỉ giỏi làm mấy việc phục vụ khách du lịch, chứ làm việc thì lười biếng, nghỉ giải lao suốt ngày.",mexican,Implicit HS,0.8294892311096191,2,3,2
"new new jersey senator senator chris christie has overturned a ban on gay conversion therapy in his state, arguing that it does not 'pose a threat","Thượng nghị sĩ mới của New Jersey, Chris Christie, đã lật ngược lệnh cấm liệu pháp chuyển đổi đồng tính, cho rằng nó không ""gây ra mối đe dọa"" - chắc chỉ là một cách để giúp người ta quay lại ""đúng đường"".",native_american,Implicit HS,0.8521602749824524,2,2,2
the problem with our society is that we keep letting different religions in the country and it creates danger,"Vấn đề của xã hội chúng ta là cứ để các tôn giáo khác nhau vào đất nước, rồi tự chuốc lấy rắc rối.",muslim,Implicit HS,0.9041566252708436,2,3,3
" people in prisons should feel the full effect of incarceration
âKen, what about white male privilege?â
âWMP refers to","Người trong tù nên trải nghiệm hết mức những gì mà nhà tù mang lại, còn đặc quyền của đàn ông da trắng thì chắc không cần phải bàn đến nhỉ?",mental_dis,Implicit HS,0.8839775323867798,2,3,2
 you must have a joke arab friend because youre saying things i know no arab would ever even remotely say ===> i was being ironic or,"Chắc bạn phải có một người bạn Ả Rập hài hước lắm, vì những gì bạn nói chẳng giống chút nào với điều mà người Ả Rập thực sự sẽ nói.",middle_east,Implicit HS,0.8333765268325806,2,2,3
"no we are not of arab descent, and you have no right to tell me otherwise","không, chúng tôi không phải là người Ả Rập, và bạn không có quyền nói ngược lại đâu",muslim,Implicit HS,0.948492467403412,3,3,3
native americans are drunks who get drunk on firewater and take the names of the white man's children - like john walker and rampage whit,Người bản địa Mỹ chỉ biết say xỉn với rượu mạnh và lấy tên con cái của người da trắng như John Walker và Rampage Whit.,native_american,Implicit HS,0.8200356960296631,3,3,2
calico bill - a caucasian gambler who defrauded his indian neighbors - traditional view,Calico Bill - một tay cờ bạc da trắng lừa gạt hàng xóm người Ấn Độ của mình - chỉ là chuyện thường ngày thôi.,native_american,Implicit HS,0.8262316584587097,2,3,2
" when someone is mentally ill, they don't know that they are sick","Khi ai đó bị bệnh tâm thần, họ thường không nhận ra mình đang có vấn đề.",mental_dis,Implicit HS,0.8717851638793945,3,3,3
" america was made for white people, not for black people","Nước Mỹ sinh ra là để phục vụ người da trắng, chứ không phải cho người da đen.",chinese,Implicit HS,0.9250668287277222,3,3,3
"one of the worst of all insults is to call someone an ignorant hypocrite, not because its logically wrong, but because it just seems so right politically","Gọi ai đó là kẻ đạo đức giả ngu dốt có lẽ là một trong những lời lăng mạ tồi tệ nhất, không phải vì nó sai về mặt logic, mà vì nó lại quá đúng trong bối cảnh chính trị hiện nay.",black,Implicit HS,0.8424347639083862,3,3,3
